video_name,seq_name,pred_frame_num
market_6,final,"[15, 16, 17, 18]"
market_6,final,"[20, 21, 22, 23]"
market_6,final,"[25, 26, 27, 28]"
market_6,final,"[30, 31, 32, 33]"
market_6,final,"[35, 36, 37, 38]"
mountain_1,albedo,"[10, 11, 12, 13]"
mountain_1,albedo,"[15, 16, 17, 18]"
mountain_1,albedo,"[20, 21, 22, 23]"
mountain_1,albedo,"[25, 26, 27, 28]"
mountain_1,albedo,"[30, 31, 32, 33]"
mountain_1,albedo,"[35, 36, 37, 38]"
mountain_1,albedo,"[40, 41, 42, 43]"
mountain_1,albedo,"[45, 46, 47, 48]"
mountain_1,clean,"[10, 11, 12, 13]"
mountain_1,clean,"[15, 16, 17, 18]"
mountain_1,clean,"[20, 21, 22, 23]"
mountain_1,clean,"[25, 26, 27, 28]"
mountain_1,clean,"[30, 31, 32, 33]"
mountain_1,clean,"[35, 36, 37, 38]"
mountain_1,clean,"[40, 41, 42, 43]"
mountain_1,clean,"[45, 46, 47, 48]"
mountain_1,final,"[10, 11, 12, 13]"
mountain_1,final,"[15, 16, 17, 18]"
mountain_1,final,"[20, 21, 22, 23]"
mountain_1,final,"[25, 26, 27, 28]"
mountain_1,final,"[30, 31, 32, 33]"
mountain_1,final,"[35, 36, 37, 38]"
mountain_1,final,"[40, 41, 42, 43]"
mountain_1,final,"[45, 46, 47, 48]"
shaman_2,albedo,"[10, 11, 12, 13]"
shaman_2,albedo,"[15, 16, 17, 18]"
shaman_2,albedo,"[20, 21, 22, 23]"
shaman_2,albedo,"[25, 26, 27, 28]"
shaman_2,albedo,"[30, 31, 32, 33]"
shaman_2,albedo,"[35, 36, 37, 38]"
shaman_2,albedo,"[40, 41, 42, 43]"
shaman_2,albedo,"[45, 46, 47, 48]"
shaman_2,clean,"[10, 11, 12, 13]"
shaman_2,clean,"[15, 16, 17, 18]"
shaman_2,clean,"[20, 21, 22, 23]"
shaman_2,clean,"[25, 26, 27, 28]"
shaman_2,clean,"[30, 31, 32, 33]"
shaman_2,clean,"[35, 36, 37, 38]"
shaman_2,clean,"[40, 41, 42, 43]"
shaman_2,clean,"[45, 46, 47, 48]"
shaman_2,final,"[10, 11, 12, 13]"
shaman_2,final,"[15, 16, 17, 18]"
shaman_2,final,"[20, 21, 22, 23]"
shaman_2,final,"[25, 26, 27, 28]"
shaman_2,final,"[30, 31, 32, 33]"
shaman_2,final,"[35, 36, 37, 38]"
shaman_2,final,"[40, 41, 42, 43]"
shaman_2,final,"[45, 46, 47, 48]"
shaman_3,albedo,"[10, 11, 12, 13]"
shaman_3,albedo,"[15, 16, 17, 18]"
shaman_3,albedo,"[20, 21, 22, 23]"
shaman_3,albedo,"[25, 26, 27, 28]"
shaman_3,albedo,"[30, 31, 32, 33]"
shaman_3,albedo,"[35, 36, 37, 38]"
shaman_3,albedo,"[40, 41, 42, 43]"
shaman_3,albedo,"[45, 46, 47, 48]"
shaman_3,clean,"[10, 11, 12, 13]"
shaman_3,clean,"[15, 16, 17, 18]"
shaman_3,clean,"[20, 21, 22, 23]"
shaman_3,clean,"[25, 26, 27, 28]"
shaman_3,clean,"[30, 31, 32, 33]"
shaman_3,clean,"[35, 36, 37, 38]"
shaman_3,clean,"[40, 41, 42, 43]"
shaman_3,clean,"[45, 46, 47, 48]"
shaman_3,final,"[10, 11, 12, 13]"
shaman_3,final,"[15, 16, 17, 18]"
shaman_3,final,"[20, 21, 22, 23]"
shaman_3,final,"[25, 26, 27, 28]"
shaman_3,final,"[30, 31, 32, 33]"
shaman_3,final,"[35, 36, 37, 38]"
shaman_3,final,"[40, 41, 42, 43]"
shaman_3,final,"[45, 46, 47, 48]"
sleeping_1,albedo,"[10, 11, 12, 13]"
sleeping_1,albedo,"[15, 16, 17, 18]"
sleeping_1,albedo,"[20, 21, 22, 23]"
sleeping_1,albedo,"[25, 26, 27, 28]"
sleeping_1,albedo,"[30, 31, 32, 33]"
sleeping_1,albedo,"[35, 36, 37, 38]"
sleeping_1,albedo,"[40, 41, 42, 43]"
sleeping_1,albedo,"[45, 46, 47, 48]"
sleeping_1,clean,"[10, 11, 12, 13]"
sleeping_1,clean,"[15, 16, 17, 18]"
sleeping_1,clean,"[20, 21, 22, 23]"
sleeping_1,clean,"[25, 26, 27, 28]"
sleeping_1,clean,"[30, 31, 32, 33]"
sleeping_1,clean,"[35, 36, 37, 38]"
sleeping_1,clean,"[40, 41, 42, 43]"
sleeping_1,clean,"[45, 46, 47, 48]"
sleeping_1,final,"[10, 11, 12, 13]"
sleeping_1,final,"[15, 16, 17, 18]"
sleeping_1,final,"[20, 21, 22, 23]"
sleeping_1,final,"[25, 26, 27, 28]"
sleeping_1,final,"[30, 31, 32, 33]"
sleeping_1,final,"[35, 36, 37, 38]"
sleeping_1,final,"[40, 41, 42, 43]"
sleeping_1,final,"[45, 46, 47, 48]"
sleeping_2,albedo,"[10, 11, 12, 13]"
sleeping_2,albedo,"[15, 16, 17, 18]"
sleeping_2,albedo,"[20, 21, 22, 23]"
sleeping_2,albedo,"[25, 26, 27, 28]"
sleeping_2,albedo,"[30, 31, 32, 33]"
sleeping_2,albedo,"[35, 36, 37, 38]"
sleeping_2,albedo,"[40, 41, 42, 43]"
sleeping_2,albedo,"[45, 46, 47, 48]"
sleeping_2,clean,"[10, 11, 12, 13]"
sleeping_2,clean,"[15, 16, 17, 18]"
sleeping_2,clean,"[20, 21, 22, 23]"
sleeping_2,clean,"[25, 26, 27, 28]"
sleeping_2,clean,"[30, 31, 32, 33]"
sleeping_2,clean,"[35, 36, 37, 38]"
sleeping_2,clean,"[40, 41, 42, 43]"
sleeping_2,clean,"[45, 46, 47, 48]"
sleeping_2,final,"[10, 11, 12, 13]"
sleeping_2,final,"[15, 16, 17, 18]"
sleeping_2,final,"[20, 21, 22, 23]"
sleeping_2,final,"[25, 26, 27, 28]"
sleeping_2,final,"[30, 31, 32, 33]"
sleeping_2,final,"[35, 36, 37, 38]"
sleeping_2,final,"[40, 41, 42, 43]"
sleeping_2,final,"[45, 46, 47, 48]"
temple_2,albedo,"[10, 11, 12, 13]"
temple_2,albedo,"[15, 16, 17, 18]"
temple_2,albedo,"[20, 21, 22, 23]"
temple_2,albedo,"[25, 26, 27, 28]"
temple_2,albedo,"[30, 31, 32, 33]"
temple_2,albedo,"[35, 36, 37, 38]"
temple_2,albedo,"[40, 41, 42, 43]"
temple_2,albedo,"[45, 46, 47, 48]"
temple_2,clean,"[10, 11, 12, 13]"
temple_2,clean,"[15, 16, 17, 18]"
temple_2,clean,"[20, 21, 22, 23]"
temple_2,clean,"[25, 26, 27, 28]"
temple_2,clean,"[30, 31, 32, 33]"
temple_2,clean,"[35, 36, 37, 38]"
temple_2,clean,"[40, 41, 42, 43]"
temple_2,clean,"[45, 46, 47, 48]"
temple_2,final,"[10, 11, 12, 13]"
temple_2,final,"[15, 16, 17, 18]"
temple_2,final,"[20, 21, 22, 23]"
temple_2,final,"[25, 26, 27, 28]"
temple_2,final,"[30, 31, 32, 33]"
temple_2,final,"[35, 36, 37, 38]"
temple_2,final,"[40, 41, 42, 43]"
temple_2,final,"[45, 46, 47, 48]"
temple_3,albedo,"[10, 11, 12, 13]"
temple_3,albedo,"[15, 16, 17, 18]"
temple_3,albedo,"[20, 21, 22, 23]"
temple_3,albedo,"[25, 26, 27, 28]"
temple_3,albedo,"[30, 31, 32, 33]"
temple_3,albedo,"[35, 36, 37, 38]"
temple_3,albedo,"[40, 41, 42, 43]"
temple_3,albedo,"[45, 46, 47, 48]"
temple_3,clean,"[10, 11, 12, 13]"
temple_3,clean,"[15, 16, 17, 18]"
temple_3,clean,"[20, 21, 22, 23]"
temple_3,clean,"[25, 26, 27, 28]"
temple_3,clean,"[30, 31, 32, 33]"
temple_3,clean,"[35, 36, 37, 38]"
temple_3,clean,"[40, 41, 42, 43]"
temple_3,clean,"[45, 46, 47, 48]"
temple_3,final,"[10, 11, 12, 13]"
temple_3,final,"[15, 16, 17, 18]"
temple_3,final,"[20, 21, 22, 23]"
temple_3,final,"[25, 26, 27, 28]"
temple_3,final,"[30, 31, 32, 33]"
temple_3,final,"[35, 36, 37, 38]"
temple_3,final,"[40, 41, 42, 43]"
temple_3,final,"[45, 46, 47, 48]"
