video_name,seq_name,pred_frame_num
alley_1,clean,"[6, 7, 8, 9]"
alley_1,clean,"[7, 8, 9, 10]"
alley_1,clean,"[8, 9, 10, 11]"
alley_1,clean,"[9, 10, 11, 12]"
alley_1,clean,"[10, 11, 12, 13]"
alley_1,clean,"[11, 12, 13, 14]"
alley_1,clean,"[12, 13, 14, 15]"
alley_1,clean,"[13, 14, 15, 16]"
alley_1,clean,"[14, 15, 16, 17]"
alley_1,clean,"[15, 16, 17, 18]"
alley_1,clean,"[16, 17, 18, 19]"
alley_1,clean,"[17, 18, 19, 20]"
alley_1,clean,"[18, 19, 20, 21]"
alley_1,clean,"[19, 20, 21, 22]"
alley_1,clean,"[20, 21, 22, 23]"
alley_1,clean,"[21, 22, 23, 24]"
alley_1,clean,"[22, 23, 24, 25]"
alley_1,clean,"[23, 24, 25, 26]"
alley_1,clean,"[24, 25, 26, 27]"
alley_1,clean,"[25, 26, 27, 28]"
alley_1,clean,"[26, 27, 28, 29]"
alley_1,clean,"[27, 28, 29, 30]"
alley_1,clean,"[28, 29, 30, 31]"
alley_1,clean,"[29, 30, 31, 32]"
alley_1,clean,"[30, 31, 32, 33]"
alley_1,clean,"[31, 32, 33, 34]"
alley_1,clean,"[32, 33, 34, 35]"
alley_1,clean,"[33, 34, 35, 36]"
alley_1,clean,"[34, 35, 36, 37]"
alley_1,clean,"[35, 36, 37, 38]"
alley_1,clean,"[36, 37, 38, 39]"
alley_1,clean,"[37, 38, 39, 40]"
alley_1,clean,"[38, 39, 40, 41]"
alley_1,clean,"[39, 40, 41, 42]"
alley_1,clean,"[40, 41, 42, 43]"
alley_1,clean,"[41, 42, 43, 44]"
alley_1,clean,"[42, 43, 44, 45]"
alley_1,clean,"[43, 44, 45, 46]"
alley_1,clean,"[44, 45, 46, 47]"
alley_1,clean,"[45, 46, 47, 48]"
alley_1,clean,"[46, 47, 48, 49]"
alley_1,final,"[6, 7, 8, 9]"
alley_1,final,"[7, 8, 9, 10]"
alley_1,final,"[8, 9, 10, 11]"
alley_1,final,"[9, 10, 11, 12]"
alley_1,final,"[10, 11, 12, 13]"
alley_1,final,"[11, 12, 13, 14]"
alley_1,final,"[12, 13, 14, 15]"
alley_1,final,"[13, 14, 15, 16]"
alley_1,final,"[14, 15, 16, 17]"
alley_1,final,"[15, 16, 17, 18]"
alley_1,final,"[16, 17, 18, 19]"
alley_1,final,"[17, 18, 19, 20]"
alley_1,final,"[18, 19, 20, 21]"
alley_1,final,"[19, 20, 21, 22]"
alley_1,final,"[20, 21, 22, 23]"
alley_1,final,"[21, 22, 23, 24]"
alley_1,final,"[22, 23, 24, 25]"
alley_1,final,"[23, 24, 25, 26]"
alley_1,final,"[24, 25, 26, 27]"
alley_1,final,"[25, 26, 27, 28]"
alley_1,final,"[26, 27, 28, 29]"
alley_1,final,"[27, 28, 29, 30]"
alley_1,final,"[28, 29, 30, 31]"
alley_1,final,"[29, 30, 31, 32]"
alley_1,final,"[30, 31, 32, 33]"
alley_1,final,"[31, 32, 33, 34]"
alley_1,final,"[32, 33, 34, 35]"
alley_1,final,"[33, 34, 35, 36]"
alley_1,final,"[34, 35, 36, 37]"
alley_1,final,"[35, 36, 37, 38]"
alley_1,final,"[36, 37, 38, 39]"
alley_1,final,"[37, 38, 39, 40]"
alley_1,final,"[38, 39, 40, 41]"
alley_1,final,"[39, 40, 41, 42]"
alley_1,final,"[40, 41, 42, 43]"
alley_1,final,"[41, 42, 43, 44]"
alley_1,final,"[42, 43, 44, 45]"
alley_1,final,"[43, 44, 45, 46]"
alley_1,final,"[44, 45, 46, 47]"
alley_1,final,"[45, 46, 47, 48]"
alley_1,final,"[46, 47, 48, 49]"
alley_2,albedo,"[6, 7, 8, 9]"
alley_2,albedo,"[7, 8, 9, 10]"
alley_2,albedo,"[8, 9, 10, 11]"
alley_2,albedo,"[9, 10, 11, 12]"
alley_2,albedo,"[10, 11, 12, 13]"
alley_2,albedo,"[11, 12, 13, 14]"
alley_2,albedo,"[12, 13, 14, 15]"
alley_2,albedo,"[13, 14, 15, 16]"
alley_2,albedo,"[14, 15, 16, 17]"
alley_2,albedo,"[15, 16, 17, 18]"
alley_2,albedo,"[16, 17, 18, 19]"
alley_2,albedo,"[17, 18, 19, 20]"
alley_2,albedo,"[18, 19, 20, 21]"
alley_2,albedo,"[19, 20, 21, 22]"
alley_2,albedo,"[20, 21, 22, 23]"
alley_2,albedo,"[21, 22, 23, 24]"
alley_2,albedo,"[22, 23, 24, 25]"
alley_2,albedo,"[23, 24, 25, 26]"
alley_2,albedo,"[24, 25, 26, 27]"
alley_2,albedo,"[25, 26, 27, 28]"
alley_2,albedo,"[26, 27, 28, 29]"
alley_2,albedo,"[27, 28, 29, 30]"
alley_2,albedo,"[28, 29, 30, 31]"
alley_2,albedo,"[29, 30, 31, 32]"
alley_2,albedo,"[30, 31, 32, 33]"
alley_2,albedo,"[31, 32, 33, 34]"
alley_2,albedo,"[32, 33, 34, 35]"
alley_2,albedo,"[33, 34, 35, 36]"
alley_2,albedo,"[34, 35, 36, 37]"
alley_2,albedo,"[35, 36, 37, 38]"
alley_2,albedo,"[36, 37, 38, 39]"
alley_2,albedo,"[37, 38, 39, 40]"
alley_2,albedo,"[38, 39, 40, 41]"
alley_2,albedo,"[39, 40, 41, 42]"
alley_2,albedo,"[40, 41, 42, 43]"
alley_2,albedo,"[41, 42, 43, 44]"
alley_2,albedo,"[42, 43, 44, 45]"
alley_2,albedo,"[43, 44, 45, 46]"
alley_2,albedo,"[44, 45, 46, 47]"
alley_2,albedo,"[45, 46, 47, 48]"
alley_2,albedo,"[46, 47, 48, 49]"
alley_2,clean,"[6, 7, 8, 9]"
alley_2,clean,"[7, 8, 9, 10]"
alley_2,clean,"[8, 9, 10, 11]"
alley_2,clean,"[9, 10, 11, 12]"
alley_2,clean,"[10, 11, 12, 13]"
alley_2,clean,"[11, 12, 13, 14]"
alley_2,clean,"[12, 13, 14, 15]"
alley_2,clean,"[13, 14, 15, 16]"
alley_2,clean,"[14, 15, 16, 17]"
alley_2,clean,"[15, 16, 17, 18]"
alley_2,clean,"[16, 17, 18, 19]"
alley_2,clean,"[17, 18, 19, 20]"
alley_2,clean,"[18, 19, 20, 21]"
alley_2,clean,"[19, 20, 21, 22]"
alley_2,clean,"[20, 21, 22, 23]"
alley_2,clean,"[21, 22, 23, 24]"
alley_2,clean,"[22, 23, 24, 25]"
alley_2,clean,"[23, 24, 25, 26]"
alley_2,clean,"[24, 25, 26, 27]"
alley_2,clean,"[25, 26, 27, 28]"
alley_2,clean,"[26, 27, 28, 29]"
alley_2,clean,"[27, 28, 29, 30]"
alley_2,clean,"[28, 29, 30, 31]"
alley_2,clean,"[29, 30, 31, 32]"
alley_2,clean,"[30, 31, 32, 33]"
alley_2,clean,"[31, 32, 33, 34]"
alley_2,clean,"[32, 33, 34, 35]"
alley_2,clean,"[33, 34, 35, 36]"
alley_2,clean,"[34, 35, 36, 37]"
alley_2,clean,"[35, 36, 37, 38]"
alley_2,clean,"[36, 37, 38, 39]"
alley_2,clean,"[37, 38, 39, 40]"
alley_2,clean,"[38, 39, 40, 41]"
alley_2,clean,"[39, 40, 41, 42]"
alley_2,clean,"[40, 41, 42, 43]"
alley_2,clean,"[41, 42, 43, 44]"
alley_2,clean,"[42, 43, 44, 45]"
alley_2,clean,"[43, 44, 45, 46]"
alley_2,clean,"[44, 45, 46, 47]"
alley_2,clean,"[45, 46, 47, 48]"
alley_2,clean,"[46, 47, 48, 49]"
alley_2,final,"[6, 7, 8, 9]"
alley_2,final,"[7, 8, 9, 10]"
alley_2,final,"[8, 9, 10, 11]"
alley_2,final,"[9, 10, 11, 12]"
alley_2,final,"[10, 11, 12, 13]"
alley_2,final,"[11, 12, 13, 14]"
alley_2,final,"[12, 13, 14, 15]"
alley_2,final,"[13, 14, 15, 16]"
alley_2,final,"[14, 15, 16, 17]"
alley_2,final,"[15, 16, 17, 18]"
alley_2,final,"[16, 17, 18, 19]"
alley_2,final,"[17, 18, 19, 20]"
alley_2,final,"[18, 19, 20, 21]"
alley_2,final,"[19, 20, 21, 22]"
alley_2,final,"[20, 21, 22, 23]"
alley_2,final,"[21, 22, 23, 24]"
alley_2,final,"[22, 23, 24, 25]"
alley_2,final,"[23, 24, 25, 26]"
alley_2,final,"[24, 25, 26, 27]"
alley_2,final,"[25, 26, 27, 28]"
alley_2,final,"[26, 27, 28, 29]"
alley_2,final,"[27, 28, 29, 30]"
alley_2,final,"[28, 29, 30, 31]"
alley_2,final,"[29, 30, 31, 32]"
alley_2,final,"[30, 31, 32, 33]"
alley_2,final,"[31, 32, 33, 34]"
alley_2,final,"[32, 33, 34, 35]"
alley_2,final,"[33, 34, 35, 36]"
alley_2,final,"[34, 35, 36, 37]"
alley_2,final,"[35, 36, 37, 38]"
alley_2,final,"[36, 37, 38, 39]"
alley_2,final,"[37, 38, 39, 40]"
alley_2,final,"[38, 39, 40, 41]"
alley_2,final,"[39, 40, 41, 42]"
alley_2,final,"[40, 41, 42, 43]"
alley_2,final,"[41, 42, 43, 44]"
alley_2,final,"[42, 43, 44, 45]"
alley_2,final,"[43, 44, 45, 46]"
alley_2,final,"[44, 45, 46, 47]"
alley_2,final,"[45, 46, 47, 48]"
alley_2,final,"[46, 47, 48, 49]"
ambush_2,albedo,"[6, 7, 8, 9]"
ambush_2,albedo,"[7, 8, 9, 10]"
ambush_2,albedo,"[8, 9, 10, 11]"
ambush_2,albedo,"[9, 10, 11, 12]"
ambush_2,albedo,"[10, 11, 12, 13]"
ambush_2,albedo,"[11, 12, 13, 14]"
ambush_2,albedo,"[12, 13, 14, 15]"
ambush_2,albedo,"[13, 14, 15, 16]"
ambush_2,albedo,"[14, 15, 16, 17]"
ambush_2,albedo,"[15, 16, 17, 18]"
ambush_2,albedo,"[16, 17, 18, 19]"
ambush_2,albedo,"[17, 18, 19, 20]"
ambush_2,clean,"[6, 7, 8, 9]"
ambush_2,clean,"[7, 8, 9, 10]"
ambush_2,clean,"[8, 9, 10, 11]"
ambush_2,clean,"[9, 10, 11, 12]"
ambush_2,clean,"[10, 11, 12, 13]"
ambush_2,clean,"[11, 12, 13, 14]"
ambush_2,clean,"[12, 13, 14, 15]"
ambush_2,clean,"[13, 14, 15, 16]"
ambush_2,clean,"[14, 15, 16, 17]"
ambush_2,clean,"[15, 16, 17, 18]"
ambush_2,clean,"[16, 17, 18, 19]"
ambush_2,clean,"[17, 18, 19, 20]"
ambush_2,final,"[6, 7, 8, 9]"
ambush_2,final,"[7, 8, 9, 10]"
ambush_2,final,"[8, 9, 10, 11]"
ambush_2,final,"[9, 10, 11, 12]"
ambush_2,final,"[10, 11, 12, 13]"
ambush_2,final,"[11, 12, 13, 14]"
ambush_2,final,"[12, 13, 14, 15]"
ambush_2,final,"[13, 14, 15, 16]"
ambush_2,final,"[14, 15, 16, 17]"
ambush_2,final,"[15, 16, 17, 18]"
ambush_2,final,"[16, 17, 18, 19]"
ambush_2,final,"[17, 18, 19, 20]"
ambush_4,albedo,"[6, 7, 8, 9]"
ambush_4,albedo,"[7, 8, 9, 10]"
ambush_4,albedo,"[8, 9, 10, 11]"
ambush_4,albedo,"[9, 10, 11, 12]"
ambush_4,albedo,"[10, 11, 12, 13]"
ambush_4,albedo,"[11, 12, 13, 14]"
ambush_4,albedo,"[12, 13, 14, 15]"
ambush_4,albedo,"[13, 14, 15, 16]"
ambush_4,albedo,"[14, 15, 16, 17]"
ambush_4,albedo,"[15, 16, 17, 18]"
ambush_4,albedo,"[16, 17, 18, 19]"
ambush_4,albedo,"[17, 18, 19, 20]"
ambush_4,albedo,"[18, 19, 20, 21]"
ambush_4,albedo,"[19, 20, 21, 22]"
ambush_4,albedo,"[20, 21, 22, 23]"
ambush_4,albedo,"[21, 22, 23, 24]"
ambush_4,albedo,"[22, 23, 24, 25]"
ambush_4,albedo,"[23, 24, 25, 26]"
ambush_4,albedo,"[24, 25, 26, 27]"
ambush_4,albedo,"[25, 26, 27, 28]"
ambush_4,albedo,"[26, 27, 28, 29]"
ambush_4,albedo,"[27, 28, 29, 30]"
ambush_4,albedo,"[28, 29, 30, 31]"
ambush_4,albedo,"[29, 30, 31, 32]"
ambush_4,clean,"[6, 7, 8, 9]"
ambush_4,clean,"[7, 8, 9, 10]"
ambush_4,clean,"[8, 9, 10, 11]"
ambush_4,clean,"[9, 10, 11, 12]"
ambush_4,clean,"[10, 11, 12, 13]"
ambush_4,clean,"[11, 12, 13, 14]"
ambush_4,clean,"[12, 13, 14, 15]"
ambush_4,clean,"[13, 14, 15, 16]"
ambush_4,clean,"[14, 15, 16, 17]"
ambush_4,clean,"[15, 16, 17, 18]"
ambush_4,clean,"[16, 17, 18, 19]"
ambush_4,clean,"[17, 18, 19, 20]"
ambush_4,clean,"[18, 19, 20, 21]"
ambush_4,clean,"[19, 20, 21, 22]"
ambush_4,clean,"[20, 21, 22, 23]"
ambush_4,clean,"[21, 22, 23, 24]"
ambush_4,clean,"[22, 23, 24, 25]"
ambush_4,clean,"[23, 24, 25, 26]"
ambush_4,clean,"[24, 25, 26, 27]"
ambush_4,clean,"[25, 26, 27, 28]"
ambush_4,clean,"[26, 27, 28, 29]"
ambush_4,clean,"[27, 28, 29, 30]"
ambush_4,clean,"[28, 29, 30, 31]"
ambush_4,clean,"[29, 30, 31, 32]"
ambush_4,final,"[6, 7, 8, 9]"
ambush_4,final,"[7, 8, 9, 10]"
ambush_4,final,"[8, 9, 10, 11]"
ambush_4,final,"[9, 10, 11, 12]"
ambush_4,final,"[10, 11, 12, 13]"
ambush_4,final,"[11, 12, 13, 14]"
ambush_4,final,"[12, 13, 14, 15]"
ambush_4,final,"[13, 14, 15, 16]"
ambush_4,final,"[14, 15, 16, 17]"
ambush_4,final,"[15, 16, 17, 18]"
ambush_4,final,"[16, 17, 18, 19]"
ambush_4,final,"[17, 18, 19, 20]"
ambush_4,final,"[18, 19, 20, 21]"
ambush_4,final,"[19, 20, 21, 22]"
ambush_4,final,"[20, 21, 22, 23]"
ambush_4,final,"[21, 22, 23, 24]"
ambush_4,final,"[22, 23, 24, 25]"
ambush_4,final,"[23, 24, 25, 26]"
ambush_4,final,"[24, 25, 26, 27]"
ambush_4,final,"[25, 26, 27, 28]"
ambush_4,final,"[26, 27, 28, 29]"
ambush_4,final,"[27, 28, 29, 30]"
ambush_4,final,"[28, 29, 30, 31]"
ambush_4,final,"[29, 30, 31, 32]"
ambush_5,albedo,"[6, 7, 8, 9]"
ambush_5,albedo,"[7, 8, 9, 10]"
ambush_5,albedo,"[8, 9, 10, 11]"
ambush_5,albedo,"[9, 10, 11, 12]"
ambush_5,albedo,"[10, 11, 12, 13]"
ambush_5,albedo,"[11, 12, 13, 14]"
ambush_5,albedo,"[12, 13, 14, 15]"
ambush_5,albedo,"[13, 14, 15, 16]"
ambush_5,albedo,"[14, 15, 16, 17]"
ambush_5,albedo,"[15, 16, 17, 18]"
ambush_5,albedo,"[16, 17, 18, 19]"
ambush_5,albedo,"[17, 18, 19, 20]"
ambush_5,albedo,"[18, 19, 20, 21]"
ambush_5,albedo,"[19, 20, 21, 22]"
ambush_5,albedo,"[20, 21, 22, 23]"
ambush_5,albedo,"[21, 22, 23, 24]"
ambush_5,albedo,"[22, 23, 24, 25]"
ambush_5,albedo,"[23, 24, 25, 26]"
ambush_5,albedo,"[24, 25, 26, 27]"
ambush_5,albedo,"[25, 26, 27, 28]"
ambush_5,albedo,"[26, 27, 28, 29]"
ambush_5,albedo,"[27, 28, 29, 30]"
ambush_5,albedo,"[28, 29, 30, 31]"
ambush_5,albedo,"[29, 30, 31, 32]"
ambush_5,albedo,"[30, 31, 32, 33]"
ambush_5,albedo,"[31, 32, 33, 34]"
ambush_5,albedo,"[32, 33, 34, 35]"
ambush_5,albedo,"[33, 34, 35, 36]"
ambush_5,albedo,"[34, 35, 36, 37]"
ambush_5,albedo,"[35, 36, 37, 38]"
ambush_5,albedo,"[36, 37, 38, 39]"
ambush_5,albedo,"[37, 38, 39, 40]"
ambush_5,albedo,"[38, 39, 40, 41]"
ambush_5,albedo,"[39, 40, 41, 42]"
ambush_5,albedo,"[40, 41, 42, 43]"
ambush_5,albedo,"[41, 42, 43, 44]"
ambush_5,albedo,"[42, 43, 44, 45]"
ambush_5,albedo,"[43, 44, 45, 46]"
ambush_5,albedo,"[44, 45, 46, 47]"
ambush_5,albedo,"[45, 46, 47, 48]"
ambush_5,albedo,"[46, 47, 48, 49]"
ambush_5,clean,"[6, 7, 8, 9]"
ambush_5,clean,"[7, 8, 9, 10]"
ambush_5,clean,"[8, 9, 10, 11]"
ambush_5,clean,"[9, 10, 11, 12]"
ambush_5,clean,"[10, 11, 12, 13]"
ambush_5,clean,"[11, 12, 13, 14]"
ambush_5,clean,"[12, 13, 14, 15]"
ambush_5,clean,"[13, 14, 15, 16]"
ambush_5,clean,"[14, 15, 16, 17]"
ambush_5,clean,"[15, 16, 17, 18]"
ambush_5,clean,"[16, 17, 18, 19]"
ambush_5,clean,"[17, 18, 19, 20]"
ambush_5,clean,"[18, 19, 20, 21]"
ambush_5,clean,"[19, 20, 21, 22]"
ambush_5,clean,"[20, 21, 22, 23]"
ambush_5,clean,"[21, 22, 23, 24]"
ambush_5,clean,"[22, 23, 24, 25]"
ambush_5,clean,"[23, 24, 25, 26]"
ambush_5,clean,"[24, 25, 26, 27]"
ambush_5,clean,"[25, 26, 27, 28]"
ambush_5,clean,"[26, 27, 28, 29]"
ambush_5,clean,"[27, 28, 29, 30]"
ambush_5,clean,"[28, 29, 30, 31]"
ambush_5,clean,"[29, 30, 31, 32]"
ambush_5,clean,"[30, 31, 32, 33]"
ambush_5,clean,"[31, 32, 33, 34]"
ambush_5,clean,"[32, 33, 34, 35]"
ambush_5,clean,"[33, 34, 35, 36]"
ambush_5,clean,"[34, 35, 36, 37]"
ambush_5,clean,"[35, 36, 37, 38]"
ambush_5,clean,"[36, 37, 38, 39]"
ambush_5,clean,"[37, 38, 39, 40]"
ambush_5,clean,"[38, 39, 40, 41]"
ambush_5,clean,"[39, 40, 41, 42]"
ambush_5,clean,"[40, 41, 42, 43]"
ambush_5,clean,"[41, 42, 43, 44]"
ambush_5,clean,"[42, 43, 44, 45]"
ambush_5,clean,"[43, 44, 45, 46]"
ambush_5,clean,"[44, 45, 46, 47]"
ambush_5,clean,"[45, 46, 47, 48]"
ambush_5,clean,"[46, 47, 48, 49]"
ambush_5,final,"[6, 7, 8, 9]"
ambush_5,final,"[7, 8, 9, 10]"
ambush_5,final,"[8, 9, 10, 11]"
ambush_5,final,"[9, 10, 11, 12]"
ambush_5,final,"[10, 11, 12, 13]"
ambush_5,final,"[11, 12, 13, 14]"
ambush_5,final,"[12, 13, 14, 15]"
ambush_5,final,"[13, 14, 15, 16]"
ambush_5,final,"[14, 15, 16, 17]"
ambush_5,final,"[15, 16, 17, 18]"
ambush_5,final,"[16, 17, 18, 19]"
ambush_5,final,"[17, 18, 19, 20]"
ambush_5,final,"[18, 19, 20, 21]"
ambush_5,final,"[19, 20, 21, 22]"
ambush_5,final,"[20, 21, 22, 23]"
ambush_5,final,"[21, 22, 23, 24]"
ambush_5,final,"[22, 23, 24, 25]"
ambush_5,final,"[23, 24, 25, 26]"
ambush_5,final,"[24, 25, 26, 27]"
ambush_5,final,"[25, 26, 27, 28]"
ambush_5,final,"[26, 27, 28, 29]"
ambush_5,final,"[27, 28, 29, 30]"
ambush_5,final,"[28, 29, 30, 31]"
ambush_5,final,"[29, 30, 31, 32]"
ambush_5,final,"[30, 31, 32, 33]"
ambush_5,final,"[31, 32, 33, 34]"
ambush_5,final,"[32, 33, 34, 35]"
ambush_5,final,"[33, 34, 35, 36]"
ambush_5,final,"[34, 35, 36, 37]"
ambush_5,final,"[35, 36, 37, 38]"
ambush_5,final,"[36, 37, 38, 39]"
ambush_5,final,"[37, 38, 39, 40]"
ambush_5,final,"[38, 39, 40, 41]"
ambush_5,final,"[39, 40, 41, 42]"
ambush_5,final,"[40, 41, 42, 43]"
ambush_5,final,"[41, 42, 43, 44]"
ambush_5,final,"[42, 43, 44, 45]"
ambush_5,final,"[43, 44, 45, 46]"
ambush_5,final,"[44, 45, 46, 47]"
ambush_5,final,"[45, 46, 47, 48]"
ambush_5,final,"[46, 47, 48, 49]"
ambush_6,albedo,"[6, 7, 8, 9]"
ambush_6,albedo,"[7, 8, 9, 10]"
ambush_6,albedo,"[8, 9, 10, 11]"
ambush_6,albedo,"[9, 10, 11, 12]"
ambush_6,albedo,"[10, 11, 12, 13]"
ambush_6,albedo,"[11, 12, 13, 14]"
ambush_6,albedo,"[12, 13, 14, 15]"
ambush_6,albedo,"[13, 14, 15, 16]"
ambush_6,albedo,"[14, 15, 16, 17]"
ambush_6,albedo,"[15, 16, 17, 18]"
ambush_6,albedo,"[16, 17, 18, 19]"
ambush_6,clean,"[6, 7, 8, 9]"
ambush_6,clean,"[7, 8, 9, 10]"
ambush_6,clean,"[8, 9, 10, 11]"
ambush_6,clean,"[9, 10, 11, 12]"
ambush_6,clean,"[10, 11, 12, 13]"
ambush_6,clean,"[11, 12, 13, 14]"
ambush_6,clean,"[12, 13, 14, 15]"
ambush_6,clean,"[13, 14, 15, 16]"
ambush_6,clean,"[14, 15, 16, 17]"
ambush_6,clean,"[15, 16, 17, 18]"
ambush_6,clean,"[16, 17, 18, 19]"
ambush_6,final,"[6, 7, 8, 9]"
ambush_6,final,"[7, 8, 9, 10]"
ambush_6,final,"[8, 9, 10, 11]"
ambush_6,final,"[9, 10, 11, 12]"
ambush_6,final,"[10, 11, 12, 13]"
ambush_6,final,"[11, 12, 13, 14]"
ambush_6,final,"[12, 13, 14, 15]"
ambush_6,final,"[13, 14, 15, 16]"
ambush_6,final,"[14, 15, 16, 17]"
ambush_6,final,"[15, 16, 17, 18]"
ambush_6,final,"[16, 17, 18, 19]"
ambush_7,albedo,"[6, 7, 8, 9]"
ambush_7,albedo,"[7, 8, 9, 10]"
ambush_7,albedo,"[8, 9, 10, 11]"
ambush_7,albedo,"[9, 10, 11, 12]"
ambush_7,albedo,"[10, 11, 12, 13]"
ambush_7,albedo,"[11, 12, 13, 14]"
ambush_7,albedo,"[12, 13, 14, 15]"
ambush_7,albedo,"[13, 14, 15, 16]"
ambush_7,albedo,"[14, 15, 16, 17]"
ambush_7,albedo,"[15, 16, 17, 18]"
ambush_7,albedo,"[16, 17, 18, 19]"
ambush_7,albedo,"[17, 18, 19, 20]"
ambush_7,albedo,"[18, 19, 20, 21]"
ambush_7,albedo,"[19, 20, 21, 22]"
ambush_7,albedo,"[20, 21, 22, 23]"
ambush_7,albedo,"[21, 22, 23, 24]"
ambush_7,albedo,"[22, 23, 24, 25]"
ambush_7,albedo,"[23, 24, 25, 26]"
ambush_7,albedo,"[24, 25, 26, 27]"
ambush_7,albedo,"[25, 26, 27, 28]"
ambush_7,albedo,"[26, 27, 28, 29]"
ambush_7,albedo,"[27, 28, 29, 30]"
ambush_7,albedo,"[28, 29, 30, 31]"
ambush_7,albedo,"[29, 30, 31, 32]"
ambush_7,albedo,"[30, 31, 32, 33]"
ambush_7,albedo,"[31, 32, 33, 34]"
ambush_7,albedo,"[32, 33, 34, 35]"
ambush_7,albedo,"[33, 34, 35, 36]"
ambush_7,albedo,"[34, 35, 36, 37]"
ambush_7,albedo,"[35, 36, 37, 38]"
ambush_7,albedo,"[36, 37, 38, 39]"
ambush_7,albedo,"[37, 38, 39, 40]"
ambush_7,albedo,"[38, 39, 40, 41]"
ambush_7,albedo,"[39, 40, 41, 42]"
ambush_7,albedo,"[40, 41, 42, 43]"
ambush_7,albedo,"[41, 42, 43, 44]"
ambush_7,albedo,"[42, 43, 44, 45]"
ambush_7,albedo,"[43, 44, 45, 46]"
ambush_7,albedo,"[44, 45, 46, 47]"
ambush_7,albedo,"[45, 46, 47, 48]"
ambush_7,albedo,"[46, 47, 48, 49]"
ambush_7,clean,"[6, 7, 8, 9]"
ambush_7,clean,"[7, 8, 9, 10]"
ambush_7,clean,"[8, 9, 10, 11]"
ambush_7,clean,"[9, 10, 11, 12]"
ambush_7,clean,"[10, 11, 12, 13]"
ambush_7,clean,"[11, 12, 13, 14]"
ambush_7,clean,"[12, 13, 14, 15]"
ambush_7,clean,"[13, 14, 15, 16]"
ambush_7,clean,"[14, 15, 16, 17]"
ambush_7,clean,"[15, 16, 17, 18]"
ambush_7,clean,"[16, 17, 18, 19]"
ambush_7,clean,"[17, 18, 19, 20]"
ambush_7,clean,"[18, 19, 20, 21]"
ambush_7,clean,"[19, 20, 21, 22]"
ambush_7,clean,"[20, 21, 22, 23]"
ambush_7,clean,"[21, 22, 23, 24]"
ambush_7,clean,"[22, 23, 24, 25]"
ambush_7,clean,"[23, 24, 25, 26]"
ambush_7,clean,"[24, 25, 26, 27]"
ambush_7,clean,"[25, 26, 27, 28]"
ambush_7,clean,"[26, 27, 28, 29]"
ambush_7,clean,"[27, 28, 29, 30]"
ambush_7,clean,"[28, 29, 30, 31]"
ambush_7,clean,"[29, 30, 31, 32]"
ambush_7,clean,"[30, 31, 32, 33]"
ambush_7,clean,"[31, 32, 33, 34]"
ambush_7,clean,"[32, 33, 34, 35]"
ambush_7,clean,"[33, 34, 35, 36]"
ambush_7,clean,"[34, 35, 36, 37]"
ambush_7,clean,"[35, 36, 37, 38]"
ambush_7,clean,"[36, 37, 38, 39]"
ambush_7,clean,"[37, 38, 39, 40]"
ambush_7,clean,"[38, 39, 40, 41]"
ambush_7,clean,"[39, 40, 41, 42]"
ambush_7,clean,"[40, 41, 42, 43]"
ambush_7,clean,"[41, 42, 43, 44]"
ambush_7,clean,"[42, 43, 44, 45]"
ambush_7,clean,"[43, 44, 45, 46]"
ambush_7,clean,"[44, 45, 46, 47]"
